3.023911699937800106e-04,8.102600216957790550e-05,8.326598649884360190e-05,2.065886817309730054e-04,3.874639445287679973e-05,5.358729847911779888e-05,1.429914568425429892e-04,1.036277626912439982e-04,1.535988425131510032e-04,1.039386933983590011e-04,6.952870645588089815e-05,1.543122042271780113e-04,9.331052163565219364e-05,2.923764195847920145e-05,9.036172306713340086e-05,4.321422149308430042e-05,8.844652889344249659e-05,1.302351366316069911e-06,7.118777740426010124e-05,8.825115240535810150e-05,1.145611876512810052e-04,1.469176794269620007e-04,9.859042783039020442e-05,2.171023669098309913e-04,4.701008279682099999e-06,1.085283551447820062e-04,1.383778562446530002e-04,1.735187165855499943e-06,3.242064934550469848e-05,8.365386430604469662e-05,1.799690264259909910e-04,9.739711567588070149e-05,1.051695929857289968e-04,7.052307487680679703e-05,2.184816291269329946e-05,9.412305387194549902e-05,1.184154346471069994e-04,1.896492740613429961e-04,6.237164206692770441e-05,3.031887774678729839e-05,3.472782917030570047e-05,3.933889638081500110e-05,1.321974516788389925e-04,9.451981321403920655e-05,7.089476494792240375e-05,7.749703123245670490e-05,2.589646959765069990e-05,1.034601526363289933e-04,4.492741107097000016e-05,6.144933183227410233e-05,8.807742158176929477e-05,1.117402018917539971e-05,3.482308873645680080e-06,2.137224193860930036e-04,7.109005200101689451e-05,2.709845283716469919e-04,8.005235706046710223e-05,8.658563422679850573e-05,4.705824314860970167e-05,4.368307969808369880e-05,1.019865310501270048e-04,1.360730875429389994e-04,1.184297943243849951e-04,4.649999769395269809e-05,8.496210528392799646e-05,7.237900509552109782e-05,9.415270819950809992e-05,9.744187683687180511e-05,2.928210915652500049e-06,7.424232042115090071e-05,6.740825792138299764e-05,5.638057946315959705e-05,9.613290181350239434e-05,4.268251894045450065e-05,9.779287541048349791e-05,1.129873685170679974e-04,1.381380652383590107e-04,1.179735156568840039e-04,1.985819566439600000e-05,5.339982809439280259e-05,5.545308038795550092e-05,5.716452947249879717e-06
8.102600216957790550e-05,3.315277340734250106e-04,5.743159505246280211e-05,9.583372182796780203e-05,3.185700247069980247e-05,4.433881156373360282e-05,5.948006825558660047e-05,7.639881155707079559e-05,8.075637267809469410e-05,8.613659287151829405e-05,7.197995359765050651e-05,1.104643970304169980e-04,1.207403316602059985e-04,3.839996924799499764e-05,9.306236176621610252e-05,4.151604804446060176e-05,6.427983474016560610e-05,1.494620605616780071e-05,8.993699760312459386e-05,7.147347108701110037e-05,6.668768258293370464e-05,7.798151425930480195e-05,8.081090489615249631e-05,1.180687856796910066e-04,1.303608111075560070e-05,1.156265889068549971e-04,7.361465799647270091e-05,9.221258465901800103e-06,3.166352451468159803e-05,1.016345688114910010e-04,7.908594615024409566e-05,8.585260621069659454e-05,7.598013014772320660e-05,5.989172116759780004e-05,2.143393193278589844e-05,1.040596145340490019e-04,7.475513454259630057e-05,1.077709371798419978e-04,7.288893284313880500e-05,6.251740536880910160e-05,4.107025094875550085e-05,8.627690608952969897e-05,1.032838015406369980e-04,1.158063099574470063e-04,8.953118168856639373e-05,5.464539845419120074e-05,2.399728734740390145e-05,6.701146558812720111e-05,3.659298337748299797e-05,7.617054402864099503e-05,5.281371880329649736e-05,1.431734342897579943e-05,-7.267177199751669523e-08,1.149592638835220029e-04,4.701880398218460211e-05,1.413678710418219938e-04,7.675172179980560528e-05,7.512567362480430326e-05,4.276894794111280013e-05,3.900104646092579958e-05,6.005152454762859786e-05,1.306312654931349941e-04,6.805641902583890247e-05,3.967218131567729804e-05,4.443891991982860300e-05,1.029476662284349982e-04,8.217318681411570492e-05,1.008686733524260062e-04,1.593603486642640107e-05,6.340772939708050630e-05,5.617706930586379690e-05,7.378563088739779668e-05,7.805820660092040316e-05,5.740944278115099684e-05,1.066856725386909968e-04,1.074560971995420036e-04,6.898242513183789368e-05,5.339977685940859760e-05,4.770966845886269849e-05,4.167915104184009872e-05,6.418529030781860642e-05,1.707845479262209864e-05
8.326598649884360190e-05,5.743159505246280211e-05,1.410277263709180072e-04,7.915253121365569528e-05,3.718203205282360205e-05,3.034276877980609984e-05,8.173493645738280329e-05,5.972297136788180257e-05,9.004564784299410359e-05,6.560961340876440384e-05,6.202194084632570116e-05,7.462771624997140401e-05,5.594030279543639862e-05,3.842147488621400144e-05,6.945534141574770197e-05,4.619727201443889875e-05,5.792853485147419758e-05,2.285878124006469905e-05,5.474736372326099895e-05,5.394537032686640073e-05,7.524525243935709909e-05,8.600346019658550644e-05,6.015649416009219777e-05,1.056558670386819980e-04,1.594883629104400095e-05,6.340374579846179501e-05,6.115213459806080566e-05,1.847510896001469839e-05,3.555062223721070099e-05,7.046040319996919367e-05,7.446973996912089786e-05,5.390985067070830112e-05,6.128099932876230173e-05,6.425113797836929535e-05,3.453448411931750179e-05,6.022876115612720168e-05,6.295276607320430585e-05,8.787047192154800676e-05,5.212601023491290160e-05,3.738219376969210034e-05,4.255533131261329832e-05,4.671649736978959814e-05,7.656068554310970528e-05,5.448960381079950263e-05,5.929516068874230149e-05,5.574689203061639683e-05,2.602003282016240158e-05,7.006359923863079932e-05,4.227402777675640170e-05,5.036215482939370081e-05,6.395162538834920501e-05,2.088966086034940107e-05,-8.199985362868740177e-06,8.275568027577210445e-05,5.532149765440989685e-05,1.138390951290460035e-04,5.589946040679989855e-05,7.682277002634299947e-05,4.184803781913470184e-05,4.270801648432230124e-05,1.179223130200090017e-04,5.639661344471939928e-05,7.061998384516819909e-05,5.142255073171580267e-05,4.747899418525929982e-05,7.698478821904860441e-05,6.995967209162260228e-05,7.529132780927499924e-05,1.404496643650389990e-05,4.158502514168060325e-05,4.086694224474550285e-05,6.241569279457190496e-05,5.511171685851460082e-05,3.156541377893499816e-05,5.960573564431129835e-05,7.763836529844370669e-05,8.143818020399010539e-05,7.611598796268569979e-05,4.325817785650140244e-05,5.761544569924930011e-05,5.508935185133960233e-05,1.923028049585370037e-05
2.065886817309730054e-04,9.583372182796780203e-05,7.915253121365569528e-05,3.631597941454390221e-04,3.650953688483049673e-05,4.866887390481040322e-05,1.634793294747220120e-04,1.147159672602699962e-04,1.626398415698570004e-04,1.176625549474539969e-04,4.932805447718070042e-05,1.664825327306539930e-04,9.286438913356199966e-05,1.996495006120640019e-05,9.305067917341290206e-05,4.917247567484519849e-05,1.400080471842739900e-04,4.019348497317909944e-06,7.040938847747239544e-05,1.092305331572210049e-04,1.376697776786340135e-04,1.634894894911200066e-04,9.652211616742059446e-05,2.042936939260169937e-04,2.764696805245209822e-06,1.121541440575000027e-04,1.678794714379609992e-04,3.972209237559490041e-06,3.492888978762160251e-05,1.124734255061520064e-04,2.179242479228480050e-04,1.031230274036869942e-04,1.211066184403019962e-04,8.607528555586609466e-05,1.064998877673939924e-05,8.439009889828849467e-05,1.243741708918410008e-04,2.249610169231199995e-04,6.426275414718170351e-05,1.526478496419390028e-05,3.487526794152300062e-05,5.340599378822400280e-05,1.351628084874030068e-04,1.010918818335349977e-04,7.226841193384560226e-05,9.568526829412919851e-05,1.823430612004390026e-05,1.006928268337120027e-04,4.405408916197289836e-05,4.804975135772140179e-05,1.248561714567390096e-04,1.197844881440139938e-05,-2.065237147535370043e-06,3.262715238343979985e-04,9.034696606431370173e-05,3.288173312999019744e-04,8.963499065741110082e-05,8.196021155988269830e-05,3.505937859437869761e-05,3.633682036438860233e-05,1.168286084811890057e-04,1.477295717157330046e-04,1.237175854273600128e-04,5.262764275491650044e-05,9.694392511308510586e-05,1.544236156225980061e-04,1.057127942301660031e-04,1.091178460838899939e-04,2.972958225218169992e-06,1.027609557001679961e-04,7.059428743115139869e-05,4.863841984719140038e-05,1.036167663314550044e-04,6.062594938331239945e-05,1.151194104984030038e-04,1.253302737190270120e-04,1.492078348507569897e-04,1.681733291222879938e-04,1.915811045723760008e-05,5.884015972737759761e-05,6.892663148371859819e-05,4.589589225936109737e-06
3.874639445287679973e-05,3.185700247069980247e-05,3.718203205282360205e-05,3.650953688483049673e-05,1.060252397778890066e-04,3.363301643534629683e-05,3.425568302252130317e-05,4.793367120170970082e-05,3.241951229333029776e-05,5.099937109319479899e-05,6.117149757654970666e-05,1.666515449610449868e-05,4.021597764335230082e-05,6.197726679099220461e-05,4.488998693365029981e-05,2.814181437506229992e-05,2.505451733471600117e-05,5.906130493128230086e-05,3.364557538410930268e-05,4.000891431171690058e-05,4.145070409689769977e-05,4.429636341881129749e-05,4.104943642397719739e-05,5.469354735525380140e-06,4.782487831408120254e-05,4.120220966742800111e-05,4.235701186780869824e-05,5.776365892760729757e-05,9.588220365193469974e-05,4.262250472562870244e-05,3.683001802295609786e-05,2.995953642562930095e-05,4.540577715240119884e-05,3.780360387301949786e-05,5.416421134301579961e-05,2.553407095027189917e-05,4.254329392809889676e-05,4.700660496292849704e-05,3.720307701221689853e-05,4.758953319086709676e-05,4.665184195540410261e-05,2.281757565213990026e-05,2.293703153663689931e-05,4.153527459371099764e-05,3.958100767910009872e-05,2.837358920464720086e-05,7.336799445956960076e-05,3.351352090841690142e-05,3.824740461226680197e-05,3.887252034237680131e-05,3.408710152976370276e-05,5.148360810173789782e-05,7.110535804015359893e-06,3.963423526355269879e-05,2.849826747884390098e-05,3.813674013967630191e-05,3.667032523475409912e-05,2.743486085209799873e-05,5.025271513828990090e-05,5.362017819411230284e-05,4.750617556072410261e-05,4.244509974487040122e-05,3.285466350996240091e-05,4.163344306844620271e-05,2.560197549761559835e-05,3.745309894678039767e-05,4.112091423925499939e-05,1.887757606260619871e-05,4.817063761406959680e-05,3.401493708703720229e-05,3.508376411337659932e-05,2.473152905830749968e-05,3.312797929226829951e-05,3.539431838699140005e-05,3.611237228036310128e-05,4.211160995681390235e-05,2.031446879505500002e-05,3.711200184111279935e-05,4.190087441860990261e-05,5.343758890478390291e-05,4.061041643107729683e-05,5.692163592729180220e-05
5.358729847911779888e-05,4.433881156373360282e-05,3.034276877980609984e-05,4.866887390481040322e-05,3.363301643534629683e-05,2.323745200171269966e-04,5.672142757579290179e-05,4.591332960763920242e-05,6.157861796568810087e-05,4.840602465713409922e-05,5.210790120999640051e-05,5.294924187288430132e-05,3.634152047161370028e-05,4.923216635659359954e-05,5.261091173512230185e-05,2.764009127157939855e-05,5.685778029261369967e-05,1.049630165072170049e-05,7.775153692813429978e-05,4.839218093474570182e-05,4.343322494155319981e-05,6.589490957728380202e-05,4.352593133555990247e-05,7.409199831686869920e-05,9.551200006135599331e-06,6.000576522296729987e-05,4.017647298649489664e-05,1.130669219201769975e-05,3.203190857348430334e-05,5.090921156805469801e-05,4.549202749245350163e-05,3.494089359659439899e-05,7.055111995233229682e-05,4.681972614668440154e-05,2.596484563245609879e-05,3.076225710041929743e-05,5.864936515457460091e-05,4.818078157106120294e-05,2.880018998165149958e-05,3.315881844412210281e-05,2.352852786902630069e-05,4.556559559548719707e-05,9.429340702035619393e-05,4.321572535390209711e-05,3.575162533381130036e-05,3.836497769536000209e-05,2.371907332818149996e-05,5.980411893607120224e-05,3.052743568766389903e-05,3.861286044203670145e-05,2.428688880871129972e-05,1.316271613642469922e-05,2.687419123159800121e-05,3.708681770015439697e-05,3.371853719253529877e-05,5.756200147314129969e-05,1.520104385815560042e-04,3.875468683601089901e-05,2.455785558356269954e-05,3.038875392527569901e-05,2.986684549275670062e-05,5.299666522254709662e-05,7.404165410961799680e-05,2.339019128398700000e-05,3.879743803468710324e-05,4.363878410730500274e-05,5.754171272306890072e-05,3.288882851473540246e-05,7.770516090827729171e-06,3.596990675225950046e-05,3.937538085809609990e-05,3.435947174181169827e-05,5.365942111099759692e-05,3.547516794081209684e-05,4.496861686748770075e-05,4.639580720177749820e-05,6.145169913888280557e-05,4.656899795213719921e-05,3.138411887839770231e-05,2.986612928756929959e-05,4.306247106165070061e-05,1.248710121344850003e-05
1.429914568425429892e-04,5.948006825558660047e-05,8.173493645738280329e-05,1.634793294747220120e-04,3.425568302252130317e-05,5.672142757579290179e-05,3.640232187943750271e-04,9.219799864067590250e-05,1.376736092293609915e-04,1.065254267286400006e-04,5.925234540238480234e-05,1.448819708667250107e-04,7.589817217958250573e-05,3.004295626671919930e-05,7.938773499345519458e-05,6.533182973216329528e-05,3.385276174189440213e-05,-9.438418579822960351e-07,5.289005932312309789e-05,7.486441107379900365e-05,1.175259963745750065e-04,1.835262565491920103e-04,7.619449240219670363e-05,2.002725208851049966e-04,-1.077698791831029984e-06,9.202383803482669681e-05,1.234608170524709961e-04,1.652625201840920021e-06,2.853971732825979926e-05,8.552466683553270460e-05,1.362989467480370113e-04,7.969676032877370017e-05,1.060723977570110000e-04,1.021686116462300039e-04,1.782543371005399849e-05,8.074827747208319928e-05,1.014935456580200011e-04,1.542208421584280063e-04,7.712703485991879342e-05,2.434694892026480049e-05,3.558000814095939795e-05,5.334982366391699906e-05,1.159529565741660053e-04,7.815080138637390270e-05,5.549949463363630111e-05,1.249795351016640122e-04,1.194865447333760019e-05,1.116364098509850050e-04,3.964847889550260324e-05,6.069771539348700178e-05,8.873458236847079738e-05,3.891597196636109600e-06,1.695164625853889880e-05,1.883747597957360074e-04,1.212317756449219941e-04,2.288680737757390086e-04,6.725907989261959341e-05,8.110527948165010669e-05,3.698804499891800217e-05,4.341153770063139712e-05,9.976740822096150541e-05,1.083108981890220035e-04,1.091783778805349996e-04,4.672267571597220071e-05,1.158607490091959936e-04,8.926174924422990240e-05,1.002184998943379959e-04,9.514491967566959959e-05,-2.382008871410150201e-06,6.500142100329640306e-05,5.252770913873989697e-05,5.265653272695940043e-05,1.056320789658450062e-04,3.840243339805050302e-05,8.809789211278790577e-05,8.503410200035919453e-05,1.222380524223069917e-04,1.074693748345170057e-04,3.283477746951189735e-05,5.188145694351939949e-05,7.029189104480809615e-05,-2.975042091794169838e-06
1.036277626912439982e-04,7.639881155707079559e-05,5.972297136788180257e-05,1.147159672602699962e-04,4.793367120170970082e-05,4.591332960763920242e-05,9.219799864067590250e-05,1.867799499794829991e-04,8.658475650882540143e-05,1.218100790539580015e-04,5.276493219750450305e-05,8.600346417187099352e-05,7.682503526559030405e-05,4.738706359866059776e-05,6.565108081892549817e-05,5.377650983478079913e-05,9.268300439445869437e-05,2.231579919717739942e-05,5.724376861774989843e-05,6.781233910245159746e-05,9.321860201407570318e-05,1.006040177356470043e-04,6.065786023986620320e-05,1.198017909136999982e-04,2.101495005613240020e-05,8.437201014654530432e-05,1.131961136117009983e-04,2.271341478813260041e-05,4.611355943814799839e-05,9.904118050894709349e-05,1.020905951738740048e-04,7.510668719060389540e-05,8.424817240589640033e-05,5.248233360758920230e-05,4.269771464105970267e-05,7.264902520566509877e-05,8.213482059348580443e-05,1.382323773592089989e-04,6.385064755759629711e-05,6.365439361578979402e-05,4.343455770644719750e-05,3.290807072921160162e-05,7.948038127948739808e-05,8.298193415605179923e-05,6.512114408113080385e-05,6.633166904190140097e-05,2.666357880485909867e-05,5.064474205670859970e-05,5.375255120980210259e-05,5.094827063876979811e-05,7.759848157155800597e-05,2.649109442639899936e-05,2.317367714201940047e-05,1.208133597425409966e-04,6.563493219280880017e-05,1.586284759035179958e-04,5.962849669849170237e-05,5.816706316195250259e-05,4.820826620800890057e-05,4.408884217064850102e-05,6.480481274869959759e-05,6.313949743351509377e-05,7.208797051358620614e-05,4.926297948200649915e-05,5.939081977167840186e-05,5.519932321547150198e-05,7.782706983833049771e-05,7.696265379828280521e-05,1.924773741125489915e-05,4.882641042735960234e-05,4.981784197326420211e-05,4.572219878021190238e-05,7.060655049401420500e-05,5.539724391763370219e-05,8.025907589938190460e-05,8.869495887002079343e-05,7.699509223179700575e-05,8.661893305995379362e-05,4.117566145899990298e-05,5.927298308385250096e-05,5.035136184974820325e-05,2.624822272176270091e-05
1.535988425131510032e-04,8.075637267809469410e-05,9.004564784299410359e-05,1.626398415698570004e-04,3.241951229333029776e-05,6.157861796568810087e-05,1.376736092293609915e-04,8.658475650882540143e-05,4.493799427766559731e-04,9.955151537333539399e-05,8.664831862817359723e-05,1.299716971334450124e-04,8.398046116827879558e-05,4.990423492608940065e-05,8.694842343519170347e-05,2.883810912980380001e-05,9.722895079898629441e-05,-1.868340394853849871e-05,7.726419421933399944e-05,9.323738850980020643e-05,1.052007184682519968e-04,1.474224771257599885e-04,7.779804193151040436e-05,2.385276735341879920e-04,-4.905399018265229848e-06,1.004644303735749997e-04,1.239385535846330001e-04,-9.741398352034830394e-06,2.100543080278720131e-05,1.033628914372780025e-04,1.263012050542800023e-04,1.205482878823250055e-04,1.274547366297289924e-04,1.021767830334429961e-04,2.178845030662580128e-05,7.541581671232199381e-05,9.421082150687919989e-05,1.578124085683870078e-04,5.333110130875590079e-05,1.778217635899750134e-05,3.441336967616620183e-05,1.108775417166869999e-04,2.385197023827540072e-04,9.370778777008989936e-05,5.693805509890950071e-05,6.897176363516989656e-05,1.207271280349340051e-05,1.108073235507789947e-04,3.329721099264599935e-05,6.514932034451879743e-05,8.609023962958010576e-05,-8.428768539164050797e-06,-1.005647346960780076e-05,1.763750122535440092e-04,6.856465365389609529e-05,2.553623136374750125e-04,1.032352442639120044e-04,1.239351476689189884e-04,3.008413888696219842e-05,3.733494215511009852e-05,9.667896474167829337e-05,1.232898009822480081e-04,1.535557337559330100e-04,4.793517110001179783e-05,8.267636673408979811e-05,9.886737207775579987e-05,1.033039645843800044e-04,1.155298400840319999e-04,-8.175986628247419524e-06,8.095050961183950585e-05,6.994521055095379665e-05,6.417765042125749475e-05,1.479248545034130035e-04,6.155054473697420237e-05,7.395511074846300502e-05,1.359352120585790083e-04,1.372826179763039908e-04,1.065554137507639955e-04,4.048197387150180039e-05,5.660458280862730202e-05,6.476030533119649362e-05,-1.574170359717949879e-05
1.039386933983590011e-04,8.613659287151829405e-05,6.560961340876440384e-05,1.176625549474539969e-04,5.099937109319479899e-05,4.840602465713409922e-05,1.065254267286400006e-04,1.218100790539580015e-04,9.955151537333539399e-05,1.802600234278189961e-04,5.630827595812649793e-05,9.891569897063770067e-05,9.325728954911389795e-05,4.585135510700310033e-05,7.714496468458269620e-05,5.979751436507900274e-05,7.400803286358939993e-05,2.451921295901820095e-05,7.076026874397600024e-05,7.164680055986750052e-05,9.975682128396490636e-05,1.050582305720489985e-04,6.990497053992440161e-05,1.464256260202139880e-04,2.195429982257819952e-05,9.031601211929389777e-05,9.908054762326220068e-05,2.076593019758059857e-05,5.097632618004650193e-05,9.902701487276359643e-05,1.057198607830130057e-04,8.740913232840959895e-05,8.135416718201949704e-05,5.043276456481209704e-05,3.697063665664030325e-05,8.208498217140469449e-05,9.107480422620989466e-05,1.580330976985590101e-04,6.991993257309099487e-05,4.279814800405960264e-05,5.039561420625290287e-05,2.316445961200500037e-05,7.097884053821700131e-05,9.122985860496109927e-05,7.412082168278049331e-05,6.966331989678599520e-05,2.861615002891719874e-05,6.404791098209460160e-05,4.898184612076670333e-05,4.014259816534850072e-05,7.628783518698259837e-05,2.346551865097319908e-05,2.408943906429890136e-05,1.272081248520109920e-04,6.519629824738610181e-05,1.608558900564339956e-04,6.240619355249019584e-05,6.439754656095629764e-05,4.732229181689090165e-05,4.757948006790659685e-05,7.652184690118509402e-05,7.429803152548019641e-05,8.162499250527939520e-05,5.186623377705630133e-05,6.775295452298170352e-05,7.594737009939680431e-05,8.666806385597430494e-05,7.934212951664110529e-05,1.461774195908089936e-05,6.421983885875349996e-05,5.700854196575589754e-05,4.577082993352070146e-05,7.618598481724789587e-05,4.832877520975890239e-05,9.392240343048449398e-05,8.272223401036310107e-05,9.505271695429470390e-05,1.015124018979369949e-04,4.453396224729339693e-05,5.924865253789939908e-05,5.247902372108019807e-05,2.551926846859140026e-05
