TotalNumAssets,ObjMean,ObjMedian,RiskMean,RiskMedian,ReturnMean,ReturnMedian,ActualReturnMean,ActualReturnMedian
72,-0.00225675885908082,0.000700026555196023,0.000277963776870938,6.12913568066129e-05,0.00154933169634049,0.00146767630706176,0.0108790605783845,0.00598830820017622
