TotalNumAssets,ObjMean,ObjMedian,RiskMean,RiskMedian,ReturnMean,ReturnMedian,ActualReturnMean,ActualReturnMedian
286,-0.0129556992528741,-3.67277565674676e-06,0.000314440543696212,0.000130530478484298,0.00180320545761145,0.00163115782100683,0.0197878851274468,0.0102980380432127
