TotalNumAssets,ObjMean,ObjMedian,RiskMean,RiskMedian,ReturnMean,ReturnMedian,ActualReturnMean,ActualReturnMedian
228,-0.0127119577885487,0.000207134525745512,0.000307028428069622,0.000127927054822087,0.0018099285423373,0.00180937809976971,0.0100861343047671,0.00646294123864456
