TotalNumAssets,ObjMean,ObjMedian,RiskMean,RiskMedian,ReturnMean,ReturnMedian,ActualReturnMean,ActualReturnMedian
371,-0.0158463241306236,0.000212693767055016,0.000308820554760652,0.000126226073237173,0.00182193054190881,0.00179363859018872,0.0102341938446169,0.00658106200644312
