TotalNumAssets,ObjMean,ObjMedian,RiskMean,RiskMedian,ReturnMean,ReturnMedian,ActualReturnMean,ActualReturnMedian
465,-0.0172767514520665,0.000171531768259639,0.000311171851895096,0.000128967075255116,0.00182592713752414,0.00178680855103206,0.01047095868969,0.00644473750456187
