TotalNumAssets,ObjMean,ObjMedian,RiskMean,RiskMedian,ReturnMean,ReturnMedian,ActualReturnMean,ActualReturnMedian
356,-0.0150117970782545,-0.000159167512898957,0.000318985883946252,0.000143151702278355,0.00181679797117041,0.00163376031457955,0.0208242216344528,0.0122107144790858
