TotalNumAssets,ObjMean,ObjMedian,RiskMean,RiskMedian,ReturnMean,ReturnMedian,ActualReturnMean,ActualReturnMedian
245,-0.0118028057937861,7.42104201223463e-05,0.000311992746038784,0.000124029443147697,0.0017943595036288,0.00162761401881343,0.0193584997820984,0.00980003128484989
