TotalNumAssets,ObjMean,ObjMedian,RiskMean,RiskMedian,ReturnMean,ReturnMedian,ActualReturnMean,ActualReturnMedian
43,-0.00343692051710713,0.000524120400558631,0.000173745278851201,6.05353774716855e-05,0.00145154936086231,0.0012823010103123,0.00103636055886394,-0.00339971577341655
