Obj,Risk,Return,ActualReturn,NumAssets
-0.0181247324903392,6.27794683459668e-05,0.000728726597308934,0.0007099576349097,205
-0.0201176760772238,6.23797887873518e-05,0.000701578430554866,0.000547094315493662,221
-0.0221180146356662,6.20820651966626e-05,0.000677743678733335,0.000416031454773582,225
-0.024124344093063,6.18560928700871e-05,0.000656753113015576,0.000318569841921749,228
-0.0261443741201404,6.1702342584872e-05,0.00063829895810559,0.000236893598954149,233
-0.0281759936297249,6.15989521360844e-05,0.000621516493894619,0.000171070646622664,238
-0.030212876869393,6.15226709553215e-05,0.000606136112288342,0.000109653727072487,242
-0.0322520943855955,6.14634390125675e-05,0.000592430836745298,5.93398367454219e-05,245
-0.0342950235166789,6.14200915192808e-05,0.000580072199112769,1.40553461755522e-05,247
-0.0363445422068219,6.13943050641512e-05,0.000568783712998965,-2.56347652118817e-05,253
-0.0384022178611517,6.1385281691765e-05,0.000558253112590422,-6.30517047436403e-05,254
-0.0404684038460299,6.13908818921323e-05,0.000548379118150937,-9.89104510330664e-05,259
-0.04254177319171,6.14072063897169e-05,0.000539220041075699,-0.000129943254777619,261
-0.0446161590051875,6.14242851715893e-05,0.000530690595930679,-0.000153241835950909,262
-0.0466914796322399,6.14420597261501e-05,0.000522903138573512,-0.000174505346209064,262
-0.0487681674996528,6.14608489265058e-05,0.000515750733289011,-0.000193740210168008,263
-0.050851912506029,6.14869932493156e-05,0.00050894154254001,-0.000210773935383719,267
-0.0529388792753874,6.15153612730953e-05,0.000502590830614149,-0.00022627143547981,267
-0.0550268719641671,6.15432606536159e-05,0.000496688506767017,-0.000240127868316831,268
-0.0571157964769842,6.15705918962062e-05,0.000491188565903687,-0.000252564722795062,268
-0.0592114298393162,6.16031992960345e-05,0.000485920478497206,-0.000264581430757323,271
-0.0613104292107956,6.16372778649036e-05,0.00048094184877025,-0.000275587599700594,271
-0.0634099576168539,6.16699774181377e-05,0.000476284614748142,-0.000285883264826712,271
-0.0655120991098899,6.1703288810559e-05,0.000471855361901593,-0.000297051287706452,272
-0.0676155352621729,6.17359860229625e-05,0.000467681823775426,-0.000307518826745804,273
-0.0697232578631088,6.17706679347637e-05,0.000463663577766423,-0.000318226557075639,276
-0.0718319135992077,6.18043498638291e-05,0.000459861882139922,-0.000328651133666234,276
-0.0739417752457405,6.18373254114877e-05,0.000456256889955632,-0.000338128448929952,278
-0.0760532981541776,6.18700038589117e-05,0.000452828492607944,-0.000346701587660227,278
-0.0781651643193323,6.19013739727231e-05,0.000449580626026103,-0.000354823286506577,278
-0.0802773473241808,6.19315055157996e-05,0.000446499396569296,-0.000362528288265149,278
-0.0823898857387852,6.19605096649356e-05,0.000443570619525591,-0.000369769428151599,278
-0.0845033742885714,6.19889011072672e-05,0.000440791759980668,-0.00037681242789794,279
-0.0866166321094282,6.20158540209459e-05,0.000438122972474653,-0.000383900998898252,278
-0.0887301093058372,6.20417917718584e-05,0.000435578306280482,-0.000390662125237229,278
-0.0908438017147942,6.20667750586879e-05,0.000433149355888595,-0.000397115797042305,278
-0.0929576949828339,6.20908528645189e-05,0.000430828403706529,-0.000403282519799743,278
-0.0950717760051254,6.21140711600878e-05,0.000428608403509617,-0.000409181015185209,278
-0.0971874912608139,6.21373887641709e-05,0.000426462900900839,-0.000415569837008116,279
-0.0993033770322358,6.21598954429249e-05,0.000424405219006797,-0.000421719080708633,280
-0.101419327925308,6.21815730237075e-05,0.000422429642583411,-0.000427623174100172,280
-0.103535428972621,6.22025203239434e-05,0.000420533118769339,-0.000433291015437526,280
-0.105651671338335,6.22227724049368e-05,0.000418710995706175,-0.000438736506995558,280
-0.107768046866533,6.22423622271309e-05,0.000416958979499451,-0.000443972481258837,280
-0.109883691223622,6.226082862781e-05,0.000415257992332477,-0.000448881861860074,281
-0.11199791408471,6.22778418152143e-05,0.000413590391751268,-0.000453342889525367,282
-0.114112249613458,6.2294330602998e-05,0.000411983804490759,-0.00045764627617616,282
-0.116226691961291,6.2310318037153e-05,0.000410434614504666,-0.000461795919130248,282
-0.118341235504308,6.23258259756345e-05,0.00040893979989286,-0.000465799912815487,282
-0.120455875006587,6.23408750761142e-05,0.0004074965472293,-0.000469665793243368,282
-0.122570605587298,6.23554848720961e-05,0.000406102233889144,-0.000473400585347439,282
-0.12468519285584,6.23695547548109e-05,0.000404745399277214,-0.000476992721159973,283
-0.126799868616607,6.2383228523939e-05,0.000403433295487002,-0.000480467510066274,283
-0.12891462288907,6.23965193821279e-05,0.000402163530389659,-0.000483830175205092,283
-0.131029451933468,6.24094428351868e-05,0.000400934087258607,-0.000487086057388025,283
-0.133144352243841,6.24220135877488e-05,0.0003997430754495,-0.000490240163528429,283
-0.135259320530045,6.24342455921731e-05,0.000398588720698808,-0.000493297192333289,283
-0.137374353701394,6.2446152094141e-05,0.000397469356304581,-0.000496261557658794,283
-0.139489448851773,6.24577456751756e-05,0.000396383415097233,-0.000499137409773799,283
-0.14160460324606,6.24690382922975e-05,0.000395329422118972,-0.00050192865474657,283
-0.143719814307736,6.24800413150199e-05,0.000394305987939972,-0.000504638972145275,283
-0.145835079607549,6.24907655598702e-05,0.000393311802547604,-0.000507271831220887,283
-0.147950396853143,6.25012213226157e-05,0.000392345629752204,-0.00050983050572215,283
-0.150065763879551,6.25114184083551e-05,0.000391406302059143,-0.00051231808747565,283
-0.152181178640459,6.25213661596299e-05,0.000390492715962486,-0.000514737498849429,283
-0.154296639200198,6.25310734826956e-05,0.000389603827620336,-0.000517091504205776,283
-0.156412143726356,6.25405488720857e-05,0.000388738648876245,-0.000519382720437572,283
-0.15852788913603,6.25498795939631e-05,0.000387898707382218,-0.000521637364839008,282
-0.160643758124981,6.25590247831925e-05,0.000387081606005675,-0.000523843242606026,282
-0.162759665934527,6.25679583491833e-05,0.000386285460968367,-0.00052599254584738,282
-0.164875611090121,6.25766874704124e-05,0.000385509476271609,-0.000528087423471215,282
-0.166991592190958,6.25852190088091e-05,0.00038475289572595,-0.00053012991691516,282
-0.169107607905425,6.25935595267097e-05,0.000384015000493247,-0.00053212196678184,282
-0.171223656966882,6.260171530276e-05,0.000383295106808629,-0.000534065418988752,282
-0.173339738169744,6.2609692346836e-05,0.00038259256386717,-0.000535962030473481,282
-0.17545585036585,6.26174964140525e-05,0.000381906751861553,-0.00053781347449129,282
