TotalNumAssets,ObjMean,ObjMedian,RiskMean,RiskMedian,ReturnMean,ReturnMedian,ActualReturnMean,ActualReturnMedian
30,-0.00249909109951017,0.000472138741181099,0.00017250248737133,5.54729823581907e-05,0.00128178134095384,0.00116691263403356,0.00378579268677031,-0.00344134032239783
