TotalNumAssets,ObjMean,ObjMedian,RiskMean,RiskMedian,ReturnMean,ReturnMedian,ActualReturnMean,ActualReturnMedian
191,-0.0114829757415062,0.000282092849898956,0.000303465737477904,0.00012039334511848,0.00178846051608611,0.00178997227756296,0.00947784524618926,0.00543729632873318
