TotalNumAssets,ObjMean,ObjMedian,RiskMean,RiskMedian,ReturnMean,ReturnMedian,ActualReturnMean,ActualReturnMedian
266,-0.0134609636131224,0.000239966195795136,0.000307211721487074,0.000124599631914008,0.0018189109442132,0.00180053792124285,0.0100350433788386,0.00593137347762109
