TotalNumAssets,ObjMean,ObjMedian,RiskMean,RiskMedian,ReturnMean,ReturnMedian,ActualReturnMean,ActualReturnMedian
150,-0.00886352272286055,0.000303109446424111,0.000306519717130107,0.000102273628481407,0.00176139118350172,0.00158403535527515,0.018187628522202,0.00604276983730225
