TotalNumAssets,ObjMean,ObjMedian,RiskMean,RiskMedian,ReturnMean,ReturnMedian,ActualReturnMean,ActualReturnMedian
65,-0.0022903354623369,0.000591828229969001,0.000289927522145047,6.04188806906416e-05,0.00160974452705331,0.00134853545467988,0.0149036000152068,-0.00127109524533494
