TotalNumAssets,ObjMean,ObjMedian,RiskMean,RiskMedian,ReturnMean,ReturnMedian,ActualReturnMean,ActualReturnMedian
184,-0.00999173323335402,0.000267763391453929,0.0003077915999685,0.000107792803936593,0.0017670628934393,0.0016178069473474,0.0183059960578462,0.00683352496503027
