TotalNumAssets,ObjMean,ObjMedian,RiskMean,RiskMedian,ReturnMean,ReturnMedian,ActualReturnMean,ActualReturnMedian
316,-0.0143045105422979,0.000239966195795136,0.000307573130812317,0.000124599631914008,0.00181778121725169,0.00180053792124285,0.00969334473716019,0.00593137347762109
