TotalNumAssets,ObjMean,ObjMedian,RiskMean,RiskMedian,ReturnMean,ReturnMedian,ActualReturnMean,ActualReturnMedian
212,-0.0112125860436004,0.000162262074587852,0.000310571398058835,0.000117261648283633,0.00178967288262307,0.0016308943471809,0.0189624348753117,0.00865322962490524
